bin	score1	score2	delta
chr1:114499999-114600000	0.0971503	0.218684	-0.1215337
chr1:114599999-114700000	0.0717038	0.204411	-0.13270720000000003
chr1:114699999-114800000	-0.0270309	0.228552	-0.2555829
chr1:114799999-114900000	-0.0403788	0.23148	-0.2718588
chr1:114899999-115000000	0.21845	0.265568	-0.04711800000000002
chr1:114999999-115100000	0.313579	0.187092	0.126487
chr1:115099999-115200000	0.189642	0.205668	-0.016025999999999985
chr1:115399999-115500000	-0.241527	0.0342094	-0.2757364
chr1:115499999-115600000	-0.274935	-0.0343139	-0.24062109999999998
chr1:115599999-115700000	-0.123497	0.035318	-0.15881499999999998
chr1:115699999-115800000	-0.347821	0.0629832	-0.4108042
chr1:115799999-115900000	-0.185793	0.053883	-0.239676
chr1:115899999-116000000	-0.320096	0.064609	-0.38470499999999996
chr1:115999999-116100000	-0.258861	0.0325684	-0.2914294
chr1:116099999-116200000	-0.118792	0.132112	-0.250904
chr1:116299999-116400000	-0.128456	0.0868082	-0.2152642
chr1:116399999-116500000	-0.121712	0.106866	-0.228578
chr1:116499999-116600000	0.0654706	0.079812	-0.01434139999999999
chr1:116599999-116700000	0.238167	0.143177	0.09498999999999999
chr1:116699999-116800000	0.099902	0.202674	-0.10277199999999999
chr1:116799999-116900000	0.17743	0.179989	-0.0025590000000000057
chr1:117099999-117200000	0.515232	0.407362	0.10787000000000002
chr1:117199999-117300000	0.421002	0.275959	0.14504299999999998
chr1:117299999-117400000	0.542215	0.216625	0.32559
chr1:117499999-117600000	0.438818	0.253698	0.18512
chr1:117699999-117800000	-0.0778586	0.158621	-0.2364796
chr1:117799999-117900000	0.0544229	0.188138	-0.1337151
chr1:117899999-118000000	0.269994	0.19717	0.072824
chr1:117999999-118100000	0.0284714	0.201218	-0.1727466
chr1:118099999-118200000	0.0827611	0.140902	-0.058140899999999995
chr1:118299999-118400000	-0.172305	0.0840014	-0.25630640000000005
chr1:118399999-118500000	-0.0424118	0.02961	-0.0720218
chr1:118499999-118600000	-0.32487	-0.1347	-0.19017
chr1:118599999-118700000	-0.474228	-0.273861	-0.20036699999999996
chr1:118699999-118800000	-0.594653	-0.263255	-0.33139799999999997
chr1:118799999-118900000	-0.573295	-0.439479	-0.133816
chr1:118899999-119000000	-0.637234	-0.46512	-0.172114
chr1:118999999-119100000	-0.562939	-0.466271	-0.09666799999999998
chr1:119299999-119400000	-0.398264	-0.322422	-0.07584200000000002
chr1:119399999-119500000	-0.152411	-0.227898	0.075487
chr1:119499999-119600000	-0.335999	-0.104758	-0.23124099999999997
chr1:119599999-119700000	-0.0670523	-0.0947948	0.027742500000000003
chr1:119699999-119800000	-0.00830202	-0.0891865	0.08088448000000001
chr1:119799999-119900000	0.0604659	-0.0800411	0.140507
chr1:119899999-120000000	-0.114103	-0.095555	-0.018547999999999995
chr1:119999999-120100000	-0.148747	-0.0555418	-0.09320519999999999
chr1:120199999-120300000	0.0781766	0.162649	-0.08447239999999999
chr1:120299999-120400000	-0.0443794	0.188399	-0.2327784
chr1:120399999-120500000	-0.138437	0.175277	-0.313714
chr1:120499999-120600000	0.139336	0.30891	-0.16957400000000003
chr1:120599999-120700000	0.340885	0.728426	-0.387541
chr1:121099999-121200000	-0.358715	0.201967	-0.560682
chr1:121199999-121300000	-0.395292	0.05033	-0.44562199999999996
chr1:121399999-121500000	-0.147161	-0.102753	-0.04440799999999999
chr1:143999999-144100000	0.248766	0.34406	-0.09529399999999999
chr1:144499999-144600000	0.604289	0.870664	-0.26637500000000003
chr1:144799999-144900000	0.290098	0.481743	-0.19164499999999995
chr1:144899999-145000000	0.258131	0.223206	0.03492500000000001
chr1:144999999-145100000	0.0396623	0.0220262	0.0176361
chr1:145199999-145300000	0.760454	0.9999	-0.23944600000000005
chr1:145299999-145400000	0.997187	0.9999	-0.0027129999999999654
chr1:145399999-145500000	0.686211	0.537986	0.14822500000000005
chr1:145499999-145600000	0.672368	0.592698	0.07967000000000002
chr1:145599999-145700000	0.708712	0.74968	-0.040968000000000004
chr1:145699999-145800000	0.694425	0.827195	-0.13277000000000005
chr1:146399999-146500000	0.450941	0.9999	-0.548959
chr1:146599999-146700000	0.280586	0.612936	-0.33235000000000003
chr1:146799999-146900000	-0.0100355	0.544485	-0.5545205
chr1:146899999-147000000	0.0295156	0.508174	-0.47865840000000004
chr1:146999999-147100000	0.15517	0.528713	-0.37354299999999996
chr1:147099999-147200000	0.150049	0.501645	-0.351596
chr1:147199999-147300000	0.0201219	0.523823	-0.5037011
chr1:147299999-147400000	0.254728	0.509055	-0.254327
chr1:147699999-147800000	0.391572	0.894781	-0.503209
chr1:147799999-147900000	0.611534	0.9999	-0.388366
chr1:148899999-149000000	0.0507133	0.826951	-0.7762377
chr1:149099999-149200000	-0.349901	0.306439	-0.65634
chr1:149199999-149300000	-0.0621623	0.564962	-0.6271243
chr1:149299999-149400000	0.0022493	0.951727	-0.9494777
chr1:149799999-149900000	0.990798	0.915944	0.07485399999999998
chr1:149899999-150000000	0.804475	0.627421	0.17705400000000004
chr1:149999999-150100000	0.775553	0.700968	0.07458500000000001
chr1:150099999-150200000	0.826731	0.65674	0.169991
chr1:150199999-150300000	0.830745	0.631354	0.19939099999999998
chr1:150299999-150400000	0.799704	0.63972	0.15998400000000002
chr1:150499999-150600000	0.793455	0.660028	0.13342700000000007
chr1:150699999-150800000	0.846043	0.702029	0.14401399999999998
chr1:150799999-150900000	0.793854	0.628255	0.16559899999999994
chr1:150899999-151000000	0.850834	0.67867	0.17216399999999998
chr1:150999999-151100000	0.837488	0.593744	0.24374399999999996
chr1:151099999-151200000	0.733803	0.642971	0.09083200000000002
chr1:151199999-151300000	0.876093	0.625932	0.25016099999999997
chr1:151299999-151400000	0.767471	0.614461	0.15300999999999998
chr1:151399999-151500000	0.767079	0.603016	0.16406299999999996
chr1:151599999-151700000	0.634575	0.666149	-0.03157399999999999
chr1:151699999-151800000	0.645249	0.558376	0.08687299999999998
chr1:151799999-151900000	0.525981	0.58294	-0.05695899999999998
chr1:151899999-152000000	0.420763	0.563846	-0.14308299999999996
chr1:151999999-152100000	0.177867	0.325965	-0.148098
chr1:152099999-152200000	0.185403	0.307344	-0.121941
chr1:152199999-152300000	0.130004	0.339715	-0.20971099999999998
chr1:152499999-152600000	0.0511336	0.296944	-0.24581039999999998
chr1:152599999-152700000	0.101621	0.317554	-0.21593299999999999
chr1:152799999-152900000	0.156289	0.33674	-0.18045099999999997
chr1:152899999-153000000	0.158753	0.320915	-0.162162
chr1:152999999-153100000	0.101496	0.368443	-0.26694700000000005
chr1:153099999-153200000	0.0597199	0.312703	-0.2529831
chr1:153199999-153300000	0.35061	0.410627	-0.06001700000000004
chr1:153299999-153400000	0.408772	0.548908	-0.14013599999999993
chr1:153499999-153600000	0.665429	0.584644	0.080785
chr1:153599999-153700000	0.73659	0.599394	0.13719599999999998
chr1:153699999-153800000	0.849876	0.673254	0.17662199999999995
chr1:153799999-153900000	0.812743	0.637117	0.17562599999999995
chr1:153899999-154000000	0.768281	0.628095	0.14018600000000003
chr1:153999999-154100000	0.667125	0.562476	0.10464899999999999
chr1:154199999-154300000	0.863433	0.682459	0.18097399999999997
chr1:154399999-154500000	0.86427	0.743199	0.12107099999999993
chr1:154499999-154600000	0.772107	0.723018	0.04908899999999994
chr1:154599999-154700000	0.614903	0.672017	-0.057114
chr1:154699999-154800000	0.66158	0.676417	-0.0148370000000001
chr1:154799999-154900000	0.758581	0.636734	0.12184699999999993
chr1:154899999-155000000	0.844018	0.597001	0.24701700000000004
chr1:154999999-155100000	0.691114	0.699576	-0.00846199999999997
chr1:155099999-155200000	0.918893	0.631292	0.287601
chr1:155299999-155400000	0.75377	0.673115	0.08065500000000003
chr1:155399999-155500000	0.852744	0.559814	0.2929299999999999
chr1:155499999-155600000	0.862797	0.597366	0.2654310000000001
chr1:155599999-155700000	0.808763	0.667773	0.14099000000000006
chr1:155699999-155800000	0.859993	0.580361	0.279632
chr1:155799999-155900000	0.867263	0.568953	0.29830999999999996
chr1:155899999-156000000	0.843478	0.538767	0.30471099999999995
chr1:156199999-156300000	0.893733	0.63696	0.25677300000000003
chr1:156399999-156500000	0.859068	0.542623	0.3164450000000001
chr1:156499999-156600000	0.817268	0.449295	0.367973
chr1:156699999-156800000	0.710041	0.393949	0.31609200000000004
chr1:156899999-157000000	0.594472	0.334206	0.260266
chr1:157099999-157200000	0.693651	0.249316	0.44433500000000004
chr1:157199999-157300000	0.561812	0.198869	0.362943
chr1:157299999-157400000	0.643322	0.0996433	0.5436787
chr1:157399999-157500000	0.576571	0.130616	0.44595499999999993
chr1:157499999-157600000	0.512054	-0.0250241	0.5370781
chr1:157699999-157800000	0.252898	-0.17984	0.432738
chr1:157799999-157900000	0.169945	-0.0894664	0.2594114
chr1:157899999-158000000	0.147231	-0.0567692	0.2040002
chr1:157999999-158100000	0.136433	0.0223971	0.1140359
chr1:158099999-158200000	0.303762	-0.039739	0.34350099999999995
chr1:158199999-158300000	0.178237	-0.275301	0.453538
chr1:158299999-158400000	0.0173031	-0.306993	0.32429610000000003
chr1:158399999-158500000	-0.101598	-0.267908	0.16630999999999999
chr1:158699999-158800000	-0.102764	-0.0188823	-0.08388169999999999
chr1:158799999-158900000	0.0148173	-0.123174	0.1379913
chr1:158899999-159000000	0.127929	-0.191549	0.319478
chr1:158999999-159100000	0.184801	-0.0387737	0.2235747
chr1:159099999-159200000	-0.123696	-0.128433	0.004736999999999991
chr1:159199999-159300000	-0.21901	-0.271511	0.05250099999999999
chr1:159299999-159400000	-0.381262	-0.457698	0.076436
chr1:159399999-159500000	-0.186434	-0.379929	0.19349500000000003
chr1:159599999-159700000	-0.266649	-0.305129	0.03847999999999996
chr1:159699999-159800000	0.039797	-0.096336	0.136133
chr1:159799999-159900000	0.140082	0.102759	0.03732300000000001
chr1:159899999-160000000	0.213411	0.10424	0.10917099999999999
chr1:159999999-160100000	0.366965	0.229638	0.13732699999999998
chr1:160099999-160200000	0.402204	0.234712	0.167492
chr1:160399999-160500000	0.540834	0.388607	0.15222700000000006
chr1:160499999-160600000	0.319173	0.334081	-0.014908000000000032
chr1:160599999-160700000	0.416243	0.432378	-0.01613500000000001
chr1:160799999-160900000	0.427667	0.344969	0.082698
chr1:160899999-161000000	0.515894	0.426629	0.08926499999999998
chr1:160999999-161100000	0.621823	0.397238	0.22458500000000003
chr1:161099999-161200000	0.616901	0.38516	0.23174100000000003
chr1:161199999-161300000	0.565212	0.375713	0.18949900000000003
chr1:161299999-161400000	0.631085	0.443428	0.18765700000000002
chr1:161499999-161600000	0.791843	0.758167	0.03367599999999993
chr1:161599999-161700000	0.686149	0.556934	0.12921499999999997
chr1:161699999-161800000	0.569033	0.366376	0.20265700000000003
chr1:161799999-161900000	0.270728	0.27837	-0.007641999999999982
chr1:161899999-162000000	0.109306	0.150784	-0.041478
chr1:161999999-162100000	0.0575658	0.140228	-0.08266219999999999
chr1:162199999-162300000	-0.0624489	0.203029	-0.2654779
chr1:162399999-162500000	0.0475337	0.0840992	-0.0365655
chr1:162499999-162600000	0.175947	0.0750411	0.10090589999999999
chr1:162599999-162700000	0.0695231	-0.0187527	0.0882758
chr1:162699999-162800000	0.0833762	-0.051774	0.1351502
chr1:162799999-162900000	-0.314807	-0.198308	-0.11649899999999999
chr1:162899999-163000000	-0.462285	-0.280047	-0.182238
chr1:162999999-163100000	-0.511005	-0.338225	-0.17278000000000004
chr1:163099999-163200000	-0.393572	-0.338369	-0.055203
chr1:163299999-163400000	-0.428805	-0.278746	-0.150059
chr1:163399999-163500000	-0.606765	-0.51412	-0.09264499999999998
chr1:163499999-163600000	-0.599064	-0.527087	-0.07197700000000007
chr1:163599999-163700000	-0.664157	-0.528664	-0.13549299999999997
chr1:163699999-163800000	-0.770227	-0.517959	-0.25226800000000005
chr1:163799999-163900000	-0.818125	-0.537079	-0.281046
chr1:163899999-164000000	-0.647356	-0.61055	-0.036806000000000005
chr1:164199999-164300000	-0.726871	-0.486055	-0.24081600000000003
chr1:164299999-164400000	-0.792606	-0.545992	-0.246614
chr1:164499999-164600000	-0.558558	-0.272552	-0.286006
chr1:164699999-164800000	-0.548514	-0.132296	-0.416218
chr1:164799999-164900000	-0.565116	-0.283057	-0.28205899999999995
chr1:164899999-165000000	-0.611443	-0.392712	-0.21873099999999995
chr1:164999999-165100000	-0.536592	-0.316882	-0.21970999999999996
chr1:165099999-165200000	-0.501321	-0.251046	-0.250275
chr1:165199999-165300000	-0.433072	-0.182445	-0.25062700000000004
chr1:165399999-165500000	-0.419798	-0.084926	-0.334872
chr1:165499999-165600000	-0.215078	-0.0468104	-0.1682676
chr1:165599999-165700000	0.0529582	0.0371482	0.015809999999999998
chr1:165699999-165800000	0.0386328	0.109031	-0.0703982
chr1:165799999-165900000	0.137383	0.123312	0.014071
chr1:165899999-166000000	-0.370062	-0.0776188	-0.2924432
chr1:166099999-166200000	-0.209607	-0.0732975	-0.13630949999999997
chr1:166299999-166400000	-0.501109	-0.0356389	-0.4654701
chr1:166399999-166500000	-0.437533	0.0499828	-0.4875158
chr1:166499999-166600000	-0.603259	0.0318422	-0.6351012
chr1:166599999-166700000	-0.55647	0.0933885	-0.6498585
chr1:166699999-166800000	-0.3564	0.0295569	-0.3859569
chr1:166799999-166900000	-0.108516	0.0953671	-0.20388309999999998
chr1:166899999-167000000	-0.163134	0.0563339	-0.2194679
chr1:166999999-167100000	-0.0592714	0.0990428	-0.15831420000000002
chr1:167199999-167300000	0.252714	0.192902	0.059812000000000004
chr1:167299999-167400000	0.272871	0.193312	0.07955899999999996
chr1:167399999-167500000	0.189292	0.213189	-0.023897
chr1:167499999-167600000	0.304776	0.211962	0.09281399999999998
chr1:167599999-167700000	0.298806	0.164125	0.13468100000000002
chr1:167699999-167800000	0.299144	0.159984	0.13916000000000003
chr1:167799999-167900000	0.298118	0.179621	0.11849699999999999
chr1:168099999-168200000	0.394695	0.0933848	0.30131020000000003
chr1:168199999-168300000	0.24633	0.125043	0.121287
chr1:168399999-168500000	0.309038	-0.0382221	0.34726009999999996
chr1:168499999-168600000	0.242801	-0.158263	0.401064
chr1:168599999-168700000	-0.0521544	-0.209757	0.1576026
chr1:168699999-168800000	-0.0264454	-0.152758	0.1263126
chr1:168799999-168900000	0.028606	-0.164365	0.192971
chr1:168899999-169000000	0.22548	-0.195353	0.420833
chr1:169099999-169200000	0.0207571	-0.131501	0.1522581
chr1:169199999-169300000	0.00523649	-0.151918	0.15715449
chr1:169299999-169400000	0.11211	-0.0814005	0.1935105
chr1:169399999-169500000	0.071872	-0.104436	0.17630800000000002
chr1:169499999-169600000	0.152971	-0.217746	0.37071699999999996
chr1:169599999-169700000	0.3137	-0.247126	0.560826
chr1:169799999-169900000	0.164835	-0.200889	0.36572400000000005
chr1:169999999-170100000	-0.0907348	-0.376178	0.2854432
chr1:170099999-170200000	-0.152949	-0.501881	0.348932
chr1:170199999-170300000	-0.205654	-0.573227	0.36757300000000004
chr1:170299999-170400000	-0.21129	-0.616601	0.405311
chr1:170399999-170500000	-0.187253	-0.539007	0.351754
chr1:170499999-170600000	-0.0919351	-0.483903	0.39196790000000004
chr1:170599999-170700000	-0.235172	-0.486303	0.251131
chr1:170699999-170800000	-0.38092	-0.609353	0.22843300000000005
chr1:170899999-171000000	-0.491809	-0.572545	0.08073599999999997
chr1:170999999-171100000	-0.391693	-0.639414	0.24772100000000002
chr1:171099999-171200000	-0.38294	-0.692083	0.309143
chr1:171199999-171300000	-0.294332	-0.479747	0.185415
chr1:171299999-171400000	-0.218345	-0.302179	0.08383399999999996
chr1:171399999-171500000	0.0800875	-0.109646	0.1897335
chr1:171499999-171600000	0.300478	-0.0545423	0.3550203
chr1:171799999-171900000	-0.0248756	-0.310638	0.2857624
chr1:171999999-172100000	0.00768841	-0.533849	0.54153741
chr1:172099999-172200000	0.293029	-0.463439	0.7564679999999999
chr1:172299999-172400000	0.323197	-0.254184	0.577381
chr1:172499999-172600000	0.130813	-0.0701212	0.2009342
chr1:172599999-172700000	0.149476	-0.137513	0.286989
chr1:172699999-172800000	0.0844959	-0.173305	0.2578009
chr1:172799999-172900000	-0.109199	-0.307079	0.19788
chr1:172899999-173000000	-0.193849	-0.292222	0.09837299999999999
chr1:172999999-173100000	-0.107456	-0.286972	0.179516
chr1:173199999-173300000	0.247459	-0.0663294	0.3137884
chr1:173299999-173400000	0.237351	-0.0158255	0.2531765
chr1:173399999-173500000	-0.023692	0.0185152	-0.0422072
chr1:173499999-173600000	-0.147728	0.0128472	-0.1605752
chr1:173599999-173700000	-0.0559969	0.0755941	-0.131591
chr1:173699999-173800000	0.16505	0.0603952	0.10465479999999999
chr1:173899999-174000000	0.131247	0.146302	-0.015054999999999985
chr1:174099999-174200000	-0.0920073	0.0870264	-0.17903370000000002
chr1:174199999-174300000	-0.334094	0.0271232	-0.3612172
chr1:174299999-174400000	-0.324933	-0.117715	-0.207218
chr1:174399999-174500000	-0.402213	-0.15031	-0.251903
chr1:174499999-174600000	-0.439838	-0.139983	-0.299855
chr1:174599999-174700000	-0.364123	-0.113871	-0.250252
chr1:174699999-174800000	-0.0504408	-0.000892511	-0.049548289
chr1:174799999-174900000	-0.0610661	0.0483293	-0.1093954
chr1:174999999-175100000	-0.0683831	0.0246329	-0.093016
chr1:175099999-175200000	0.137433	0.0450744	0.0923586
chr1:175199999-175300000	0.0670886	-0.0441484	0.111237
chr1:175299999-175400000	-0.156981	0.000871489	-0.157852489
chr1:175399999-175500000	-0.266085	-0.0942854	-0.1717996
chr1:175499999-175600000	-0.25454	-0.100153	-0.154387
chr1:175599999-175700000	-0.213395	-0.171307	-0.042088000000000014
chr1:175899999-176000000	-0.108164	-0.15596	0.04779599999999999
chr1:175999999-176100000	-0.145554	-0.0954103	-0.050143699999999986
chr1:176199999-176300000	-0.476757	-0.300702	-0.17605499999999996
chr1:176299999-176400000	-0.606251	-0.376846	-0.22940499999999997
chr1:176399999-176500000	-0.533596	-0.376337	-0.15725899999999998
chr1:176499999-176600000	-0.519143	-0.344529	-0.17461400000000005
chr1:176599999-176700000	-0.656702	-0.430371	-0.226331
chr1:176699999-176800000	-0.598858	-0.364175	-0.23468299999999997
chr1:176899999-177000000	-0.523717	-0.337215	-0.186502
chr1:176999999-177100000	-0.604219	-0.519274	-0.08494499999999994
chr1:177099999-177200000	-0.560885	-0.524775	-0.036109999999999975
chr1:177199999-177300000	-0.665203	-0.580013	-0.08518999999999999
chr1:177299999-177400000	-0.537919	-0.66596	0.12804099999999996
chr1:177399999-177500000	-0.560957	-0.658292	0.09733499999999995
chr1:177599999-177700000	-0.637679	-0.695956	0.05827700000000002
chr1:177799999-177900000	-0.50577	-0.50782	0.0020499999999999963
chr1:177899999-178000000	-0.385025	-0.472535	0.08750999999999998
chr1:177999999-178100000	-0.262225	-0.423626	0.16140100000000002
chr1:178099999-178200000	-0.292378	-0.61828	0.325902
chr1:178199999-178300000	-0.370005	-0.550191	0.180186
chr1:178299999-178400000	-0.293606	-0.495377	0.20177100000000003
chr1:178399999-178500000	-0.332496	-0.320071	-0.01242500000000002
chr1:178499999-178600000	-0.0336857	-0.244285	0.2105993
chr1:178699999-178800000	-0.242207	-0.180625	-0.061582
chr1:178799999-178900000	-0.310991	-0.21974	-0.09125100000000003
chr1:178899999-179000000	-0.180328	-0.0572391	-0.12308889999999999
chr1:178999999-179100000	0.153832	0.0216263	0.13220569999999998
chr1:179099999-179200000	0.116112	0.0189162	0.0971958
chr1:179199999-179300000	0.152624	-0.0479535	0.20057750000000002
chr1:179299999-179400000	-0.0919044	-0.0582446	-0.0336598
chr1:179599999-179700000	-0.330073	-0.162006	-0.168067
chr1:179799999-179900000	0.211266	0.0872501	0.12401590000000001
chr1:179899999-180000000	0.22996	0.133067	0.096893
chr1:180099999-180200000	0.180178	0.0957247	0.08445330000000001
chr1:180199999-180300000	0.0846545	0.0309109	0.05374359999999999
chr1:180299999-180400000	0.186086	0.0538671	0.1322189
chr1:180399999-180500000	0.223432	0.141402	0.08202999999999999
chr1:180499999-180600000	0.206654	0.144131	0.062523
chr1:180599999-180700000	0.342217	0.105465	0.236752
chr1:180799999-180900000	0.453525	0.19327	0.260255
chr1:180899999-181000000	0.37434	0.147296	0.227044
chr1:180999999-181100000	0.439056	0.0958387	0.3432173
chr1:181099999-181200000	0.244387	0.128898	0.11548899999999998
chr1:181199999-181300000	0.079496	0.0485433	0.0309527
chr1:181299999-181400000	0.135907	0.0232692	0.1126378
chr1:181499999-181600000	0.0885752	-0.00573732	0.09431252000000001
chr1:181699999-181800000	0.0581984	-0.0381053	0.09630369999999999
chr1:181799999-181900000	0.0104057	-0.000259745	0.010665445
chr1:181899999-182000000	0.12384	0.0350678	0.0887722
chr1:181999999-182100000	0.098459	0.0915905	0.0068685
chr1:182099999-182200000	0.0596961	0.123613	-0.0639169
chr1:182199999-182300000	0.0783082	0.111668	-0.03335980000000001
chr1:182299999-182400000	0.13297	0.117082	0.015888
chr1:182399999-182500000	0.169969	0.0998749	0.0700941
chr1:182599999-182700000	0.494106	0.132819	0.361287
chr1:182699999-182800000	0.470253	0.137889	0.332364
chr1:182799999-182900000	0.454964	0.147667	0.307297
chr1:182899999-183000000	0.477193	0.056431	0.42076199999999997
chr1:182999999-183100000	0.383332	0.0921692	0.2911628
chr1:183099999-183200000	0.322663	0.07623	0.24643299999999996
chr1:183199999-183300000	0.22408	0.055846	0.168234
chr1:183499999-183600000	0.45575	0.0974116	0.3583384
chr1:183699999-183800000	0.265025	-0.0731196	0.3381446
chr1:183799999-183900000	0.291221	-0.024153	0.315374
chr1:183899999-184000000	0.148434	0.0813664	0.0670676
chr1:183999999-184100000	-0.077403	0.0205691	-0.0979721
chr1:184099999-184200000	-0.109483	-0.0659773	-0.043505699999999994
chr1:184199999-184300000	-0.227344	-0.103858	-0.12348599999999998
chr1:184299999-184400000	-0.29435	-0.0688279	-0.2255221
chr1:184499999-184600000	-0.181052	-0.115826	-0.06522599999999999
chr1:184599999-184700000	-0.114329	-0.028081	-0.086248
chr1:184699999-184800000	-0.0327937	-0.0118703	-0.0209234
chr1:184799999-184900000	0.0141515	-0.0185262	0.0326777
chr1:184899999-185000000	-0.0846487	-0.0344811	-0.05016759999999999
chr1:184999999-185100000	-0.0891925	0.0133793	-0.10257179999999999
chr1:185299999-185400000	-0.18323	-0.162852	-0.020378000000000007
chr1:185399999-185500000	-0.318296	-0.166402	-0.15189400000000003
chr1:185499999-185600000	-0.404708	-0.193311	-0.211397
chr1:185599999-185700000	-0.468326	-0.33253	-0.13579600000000003
chr1:185699999-185800000	-0.550411	-0.385251	-0.16515999999999997
chr1:185799999-185900000	-0.7139	-0.311837	-0.402063
chr1:185899999-186000000	-0.814918	-0.258837	-0.556081
chr1:185999999-186100000	-0.771549	-0.264227	-0.507322
chr1:186199999-186300000	-0.398336	-0.333979	-0.064357
chr1:186299999-186400000	-0.159045	-0.299752	0.14070700000000003
chr1:186399999-186500000	-0.46659	-0.566132	0.09954199999999996
chr1:186499999-186600000	-0.488644	-0.724666	0.236022
chr1:186599999-186700000	-0.632717	-0.60282	-0.02989699999999995
chr1:186699999-186800000	-0.672214	-0.768428	0.09621400000000002
chr1:186799999-186900000	-0.633904	-0.721062	0.08715799999999996
chr1:186999999-187100000	-0.623269	-0.62739	0.004121000000000041
chr1:187199999-187300000	-0.64078	-0.566086	-0.07469400000000004
chr1:187399999-187500000	-0.802211	-0.75947	-0.04274100000000003
chr1:187599999-187700000	-0.76943	-0.741147	-0.028282999999999947
chr1:187699999-187800000	-0.874202	-0.839838	-0.03436400000000006
chr1:187899999-188000000	-0.340676	-0.624121	0.28344500000000006
chr1:188099999-188200000	-0.670763	-0.88336	0.21259700000000004
chr1:188299999-188400000	-0.87142	-0.901212	0.02979200000000004
chr1:188399999-188500000	-0.776016	-0.891473	0.11545699999999992
chr1:188499999-188600000	-0.817507	-0.835987	0.018480000000000052
chr1:188599999-188700000	-0.949325	-0.768235	-0.18108999999999997
chr1:188699999-188800000	-0.887436	-0.761295	-0.12614099999999995
chr1:188899999-189000000	-0.845153	-0.675142	-0.17001100000000002
chr1:188999999-189100000	-0.913325	-0.732935	-0.18039000000000005
chr1:189099999-189200000	-0.896866	-0.574389	-0.322477
chr1:189199999-189300000	-0.827269	-0.75033	-0.07693899999999998
chr1:189299999-189400000	-0.811674	-0.668564	-0.14310999999999996
chr1:189399999-189500000	-0.809279	-0.762405	-0.04687399999999997
chr1:189499999-189600000	-0.875706	-0.703271	-0.172435
chr1:189599999-189700000	-0.817751	-0.730737	-0.08701400000000004
chr1:189899999-190000000	-0.83123	-0.787863	-0.043367000000000044
chr1:189999999-190100000	-0.917622	-0.736136	-0.18148600000000004
chr1:190099999-190200000	-0.799364	-0.662558	-0.13680599999999998
chr1:190199999-190300000	-0.843496	-0.807634	-0.03586200000000006
chr1:190299999-190400000	-0.79731	-0.680317	-0.11699300000000001
chr1:190399999-190500000	-0.941855	-0.611162	-0.330693
chr1:190499999-190600000	-0.860453	-0.571182	-0.28927100000000006
chr1:190599999-190700000	-0.827073	-0.645551	-0.18152199999999996
chr1:190799999-190900000	-0.84602	-0.590541	-0.255479
chr1:190899999-191000000	-0.906823	-0.558409	-0.348414
chr1:190999999-191100000	-0.979175	-0.475304	-0.503871
chr1:191099999-191200000	-0.823483	-0.398679	-0.42480399999999996
chr1:191199999-191300000	-0.770959	-0.399911	-0.37104799999999993
chr1:191299999-191400000	-0.889043	-0.436415	-0.45262800000000003
chr1:191599999-191700000	-0.732061	-0.445956	-0.28610499999999994
chr1:191699999-191800000	-0.832628	-0.43126	-0.40136800000000006
chr1:191799999-191900000	-0.993154	-0.423746	-0.5694079999999999
chr1:191999999-192100000	-0.928056	-0.398821	-0.529235
chr1:192099999-192200000	-0.783152	-0.362398	-0.42075399999999996
chr1:192199999-192300000	-0.731268	-0.443977	-0.287291
chr1:192299999-192400000	-0.702439	-0.411033	-0.29140600000000005
chr1:192399999-192500000	-0.206506	-0.592224	0.385718
chr1:192499999-192600000	0.0100887	-0.728391	0.7384797
chr1:192699999-192800000	-0.548553	-0.471395	-0.07715799999999995
chr1:192799999-192900000	-0.652039	-0.399705	-0.25233400000000006
chr1:192899999-193000000	-0.321706	-0.230521	-0.09118499999999999
chr1:192999999-193100000	-0.0420931	-0.100472	0.058378900000000004
chr1:193099999-193200000	-0.141358	-0.169774	0.028415999999999997
chr1:193199999-193300000	-0.407203	-0.361039	-0.04616399999999998
chr1:193399999-193500000	-0.487171	-0.742735	0.255564
chr1:193599999-193700000	-0.822175	-0.687998	-0.134177
chr1:193699999-193800000	-0.804296	-0.70359	-0.10070599999999996
chr1:193799999-193900000	-0.903525	-0.83796	-0.06556499999999998
chr1:193899999-194000000	-0.776778	-0.679353	-0.09742499999999998
chr1:193999999-194100000	-0.830052	-0.79582	-0.03423200000000004
chr1:194099999-194200000	-0.771887	-0.750944	-0.020943000000000045
chr1:194199999-194300000	-0.768255	-0.762638	-0.005616999999999983
chr1:194299999-194400000	-0.809399	-0.69774	-0.11165899999999995
chr1:194499999-194600000	-0.791303	-0.590928	-0.20037499999999997
chr1:194599999-194700000	-0.814944	-0.607964	-0.20698000000000005
chr1:194699999-194800000	-0.630366	-0.464833	-0.16553299999999999
chr1:194799999-194900000	-0.758483	-0.515818	-0.24266500000000002
chr1:194899999-195000000	-0.811551	-0.666098	-0.14545300000000005
chr1:194999999-195100000	-0.922653	-0.780932	-0.14172099999999999
chr1:195099999-195200000	-0.839301	-0.803986	-0.035314999999999985
chr1:195399999-195500000	-0.834272	-0.85558	0.021307999999999994
chr1:195499999-195600000	-0.816292	-0.598197	-0.21809500000000004
chr1:195699999-195800000	-0.772265	-0.41275	-0.359515
